,name,path,label
4853,4468.wav,./raw_data/positive/4468.wav,positive
5413,0156.wav,./raw_data/negative/0156.wav,negative
9140,3594.wav,./raw_data/negative/3594.wav,negative
6678,1378.wav,./raw_data/negative/1378.wav,negative
9902,428.wav,./raw_data/negative/428.wav,negative
8024,259.wav,./raw_data/negative/259.wav,negative
2884,2696.wav,./raw_data/positive/2696.wav,positive
10400,4728.wav,./raw_data/negative/4728.wav,negative
5265,0008.wav,./raw_data/negative/0008.wav,negative
3114,2902.wav,./raw_data/positive/2902.wav,positive
7511,2127.wav,./raw_data/negative/2127.wav,negative
2859,2673.wav,./raw_data/positive/2673.wav,positive
738,0739.wav,./raw_data/positive/0739.wav,positive
8763,3254.wav,./raw_data/negative/3254.wav,negative
10314,4650.wav,./raw_data/negative/4650.wav,negative
1374,1336.wav,./raw_data/positive/1336.wav,positive
2721,2549.wav,./raw_data/positive/2549.wav,positive
2894,2704.wav,./raw_data/positive/2704.wav,positive
2082,1974.wav,./raw_data/positive/1974.wav,positive
1107,1096.wav,./raw_data/positive/1096.wav,positive
7681,2280.wav,./raw_data/negative/2280.wav,negative
897,0898.wav,./raw_data/positive/0898.wav,positive
10701,5.wav,./raw_data/negative/5.wav,negative
1522,147.wav,./raw_data/positive/147.wav,positive
5340,0083.wav,./raw_data/negative/0083.wav,negative
2991,2792.wav,./raw_data/positive/2792.wav,positive
8270,2810.wav,./raw_data/negative/2810.wav,negative
209,0210.wav,./raw_data/positive/0210.wav,positive
2480,2331.wav,./raw_data/positive/2331.wav,positive
589,0590.wav,./raw_data/positive/0590.wav,positive
137,0138.wav,./raw_data/positive/0138.wav,positive
6818,1503.wav,./raw_data/negative/1503.wav,negative
1024,1020.wav,./raw_data/positive/1020.wav,positive
7595,2202.wav,./raw_data/negative/2202.wav,negative
6640,1343.wav,./raw_data/negative/1343.wav,negative
6005,0748.wav,./raw_data/negative/0748.wav,negative
4161,3845.wav,./raw_data/positive/3845.wav,positive
10776,010.wav,./raw_data/background/010.wav,background
8126,2681.wav,./raw_data/negative/2681.wav,negative
7132,1787.wav,./raw_data/negative/1787.wav,negative
8107,2664.wav,./raw_data/negative/2664.wav,negative
10968,202.wav,./raw_data/background/202.wav,background
9106,3563.wav,./raw_data/negative/3563.wav,negative
6484,1202.wav,./raw_data/negative/1202.wav,negative
646,0647.wav,./raw_data/positive/0647.wav,positive
7613,2219.wav,./raw_data/negative/2219.wav,negative
877,0878.wav,./raw_data/positive/0878.wav,positive
4653,4288.wav,./raw_data/positive/4288.wav,positive
535,0536.wav,./raw_data/positive/0536.wav,positive
3573,3315.wav,./raw_data/positive/3315.wav,positive
1442,1398.wav,./raw_data/positive/1398.wav,positive
4205,3885.wav,./raw_data/positive/3885.wav,positive
787,0788.wav,./raw_data/positive/0788.wav,positive
2130,2016.wav,./raw_data/positive/2016.wav,positive
271,0272.wav,./raw_data/positive/0272.wav,positive
674,0675.wav,./raw_data/positive/0675.wav,positive
6487,1205.wav,./raw_data/negative/1205.wav,negative
7294,1932.wav,./raw_data/negative/1932.wav,negative
3595,3335.wav,./raw_data/positive/3335.wav,positive
3588,3329.wav,./raw_data/positive/3329.wav,positive
8343,2877.wav,./raw_data/negative/2877.wav,negative
7096,1754.wav,./raw_data/negative/1754.wav,negative
58,0059.wav,./raw_data/positive/0059.wav,positive
8532,3046.wav,./raw_data/negative/3046.wav,negative
5311,0054.wav,./raw_data/negative/0054.wav,negative
5808,0551.wav,./raw_data/negative/0551.wav,negative
9023,3489.wav,./raw_data/negative/3489.wav,negative
4458,4111.wav,./raw_data/positive/4111.wav,positive
1518,1466.wav,./raw_data/positive/1466.wav,positive
723,0724.wav,./raw_data/positive/0724.wav,positive
1552,1497.wav,./raw_data/positive/1497.wav,positive
3078,2870.wav,./raw_data/positive/2870.wav,positive
2437,2293.wav,./raw_data/positive/2293.wav,positive
10784,018.wav,./raw_data/background/018.wav,background
8959,3430.wav,./raw_data/negative/3430.wav,negative
2920,2728.wav,./raw_data/positive/2728.wav,positive
5802,0545.wav,./raw_data/negative/0545.wav,negative
10255,4598.wav,./raw_data/negative/4598.wav,negative
7449,2071.wav,./raw_data/negative/2071.wav,negative
5507,0250.wav,./raw_data/negative/0250.wav,negative
4163,3847.wav,./raw_data/positive/3847.wav,positive
8080,264.wav,./raw_data/negative/264.wav,negative
4418,4076.wav,./raw_data/positive/4076.wav,positive
7399,2026.wav,./raw_data/negative/2026.wav,negative
913,0914.wav,./raw_data/positive/0914.wav,positive
7764,2355.wav,./raw_data/negative/2355.wav,negative
3956,3660.wav,./raw_data/positive/3660.wav,positive
2430,2287.wav,./raw_data/positive/2287.wav,positive
205,0206.wav,./raw_data/positive/0206.wav,positive
7274,1914.wav,./raw_data/negative/1914.wav,negative
2009,1908.wav,./raw_data/positive/1908.wav,positive
8301,2839.wav,./raw_data/negative/2839.wav,negative
10038,4401.wav,./raw_data/negative/4401.wav,negative
5654,0397.wav,./raw_data/negative/0397.wav,negative
1711,164.wav,./raw_data/positive/164.wav,positive
9039,3502.wav,./raw_data/negative/3502.wav,negative
6903,1580.wav,./raw_data/negative/1580.wav,negative
7903,2480.wav,./raw_data/negative/2480.wav,negative
10157,4509.wav,./raw_data/negative/4509.wav,negative
1962,1866.wav,./raw_data/positive/1866.wav,positive
6766,1457.wav,./raw_data/negative/1457.wav,negative
7361,1993.wav,./raw_data/negative/1993.wav,negative
7772,2362.wav,./raw_data/negative/2362.wav,negative
10624,493.wav,./raw_data/negative/493.wav,negative
3404,3163.wav,./raw_data/positive/3163.wav,positive
7580,219.wav,./raw_data/negative/219.wav,negative
4495,4145.wav,./raw_data/positive/4145.wav,positive
3221,3.wav,./raw_data/positive/3.wav,positive
8327,2862.wav,./raw_data/negative/2862.wav,negative
916,0917.wav,./raw_data/positive/0917.wav,positive
10540,4854.wav,./raw_data/negative/4854.wav,negative
6043,0786.wav,./raw_data/negative/0786.wav,negative
8705,3201.wav,./raw_data/negative/3201.wav,negative
3102,2892.wav,./raw_data/positive/2892.wav,positive
160,0161.wav,./raw_data/positive/0161.wav,positive
9304,3741.wav,./raw_data/negative/3741.wav,negative
1351,1315.wav,./raw_data/positive/1315.wav,positive
5517,0260.wav,./raw_data/negative/0260.wav,negative
9283,3722.wav,./raw_data/negative/3722.wav,negative
2964,2768.wav,./raw_data/positive/2768.wav,positive
8564,3075.wav,./raw_data/negative/3075.wav,negative
2761,2585.wav,./raw_data/positive/2585.wav,positive
1178,116.wav,./raw_data/positive/116.wav,positive
5341,0084.wav,./raw_data/negative/0084.wav,negative
1141,1126.wav,./raw_data/positive/1126.wav,positive
7268,1909.wav,./raw_data/negative/1909.wav,negative
8120,2676.wav,./raw_data/negative/2676.wav,negative
1453,1407.wav,./raw_data/positive/1407.wav,positive
918,0919.wav,./raw_data/positive/0919.wav,positive
9408,3835.wav,./raw_data/negative/3835.wav,negative
763,0764.wav,./raw_data/positive/0764.wav,positive
3691,3421.wav,./raw_data/positive/3421.wav,positive
8284,2823.wav,./raw_data/negative/2823.wav,negative
2993,2794.wav,./raw_data/positive/2794.wav,positive
10374,4704.wav,./raw_data/negative/4704.wav,negative
8516,3031.wav,./raw_data/negative/3031.wav,negative
6994,1662.wav,./raw_data/negative/1662.wav,negative
8029,2594.wav,./raw_data/negative/2594.wav,negative
1457,1410.wav,./raw_data/positive/1410.wav,positive
4875,4488.wav,./raw_data/positive/4488.wav,positive
10231,4576.wav,./raw_data/negative/4576.wav,negative
7841,2424.wav,./raw_data/negative/2424.wav,negative
8709,3205.wav,./raw_data/negative/3205.wav,negative
5511,0254.wav,./raw_data/negative/0254.wav,negative
6385,1113.wav,./raw_data/negative/1113.wav,negative
7641,2244.wav,./raw_data/negative/2244.wav,negative
5667,0410.wav,./raw_data/negative/0410.wav,negative
964,0965.wav,./raw_data/positive/0965.wav,positive
267,0268.wav,./raw_data/positive/0268.wav,positive
8454,2977.wav,./raw_data/negative/2977.wav,negative
9766,4157.wav,./raw_data/negative/4157.wav,negative
4827,4444.wav,./raw_data/positive/4444.wav,positive
10358,4690.wav,./raw_data/negative/4690.wav,negative
2515,2363.wav,./raw_data/positive/2363.wav,positive
5718,0461.wav,./raw_data/negative/0461.wav,negative
4406,4065.wav,./raw_data/positive/4065.wav,positive
1872,1785.wav,./raw_data/positive/1785.wav,positive
5318,0061.wav,./raw_data/negative/0061.wav,negative
1754,1679.wav,./raw_data/positive/1679.wav,positive
7173,1823.wav,./raw_data/negative/1823.wav,negative
9226,3671.wav,./raw_data/negative/3671.wav,negative
260,0261.wav,./raw_data/positive/0261.wav,positive
79,0080.wav,./raw_data/positive/0080.wav,positive
3273,3045.wav,./raw_data/positive/3045.wav,positive
3550,3295.wav,./raw_data/positive/3295.wav,positive
1744,167.wav,./raw_data/positive/167.wav,positive
9535,395.wav,./raw_data/negative/395.wav,negative
6187,0930.wav,./raw_data/negative/0930.wav,negative
3262,3035.wav,./raw_data/positive/3035.wav,positive
1294,1264.wav,./raw_data/positive/1264.wav,positive
3882,3594.wav,./raw_data/positive/3594.wav,positive
9727,4121.wav,./raw_data/negative/4121.wav,negative
10402,473.wav,./raw_data/negative/473.wav,negative
9966,4337.wav,./raw_data/negative/4337.wav,negative
2997,2798.wav,./raw_data/positive/2798.wav,positive
2219,2097.wav,./raw_data/positive/2097.wav,positive
3589,333.wav,./raw_data/positive/333.wav,positive
9170,3620.wav,./raw_data/negative/3620.wav,negative
6506,1222.wav,./raw_data/negative/1222.wav,negative
63,0064.wav,./raw_data/positive/0064.wav,positive
7708,2304.wav,./raw_data/negative/2304.wav,negative
10012,4379.wav,./raw_data/negative/4379.wav,negative
4038,3734.wav,./raw_data/positive/3734.wav,positive
93,0094.wav,./raw_data/positive/0094.wav,positive
8202,275.wav,./raw_data/negative/275.wav,negative
1740,1666.wav,./raw_data/positive/1666.wav,positive
2226,2102.wav,./raw_data/positive/2102.wav,positive
9630,4034.wav,./raw_data/negative/4034.wav,negative
5000,460.wav,./raw_data/positive/460.wav,positive
4568,4210.wav,./raw_data/positive/4210.wav,positive
155,0156.wav,./raw_data/positive/0156.wav,positive
1235,1210.wav,./raw_data/positive/1210.wav,positive
8016,2582.wav,./raw_data/negative/2582.wav,negative
3158,2942.wav,./raw_data/positive/2942.wav,positive
10022,4388.wav,./raw_data/negative/4388.wav,negative
3081,2873.wav,./raw_data/positive/2873.wav,positive
7451,2073.wav,./raw_data/negative/2073.wav,negative
9880,426.wav,./raw_data/negative/426.wav,negative
1719,1647.wav,./raw_data/positive/1647.wav,positive
9292,3730.wav,./raw_data/negative/3730.wav,negative
2923,2730.wav,./raw_data/positive/2730.wav,positive
749,0750.wav,./raw_data/positive/0750.wav,positive
7161,1812.wav,./raw_data/negative/1812.wav,negative
6283,1021.wav,./raw_data/negative/1021.wav,negative
6626,1330.wav,./raw_data/negative/1330.wav,negative
3817,3535.wav,./raw_data/positive/3535.wav,positive
1113,1100.wav,./raw_data/positive/1100.wav,positive
6205,0948.wav,./raw_data/negative/0948.wav,negative
10754,88.wav,./raw_data/negative/88.wav,negative
10876,110.wav,./raw_data/background/110.wav,background
2897,2707.wav,./raw_data/positive/2707.wav,positive
8139,2693.wav,./raw_data/negative/2693.wav,negative
4945,4550.wav,./raw_data/positive/4550.wav,positive
7542,2155.wav,./raw_data/negative/2155.wav,negative
2886,2698.wav,./raw_data/positive/2698.wav,positive
4378,404.wav,./raw_data/positive/404.wav,positive
8135,269.wav,./raw_data/negative/269.wav,negative
3733,346.wav,./raw_data/positive/346.wav,positive
4349,4013.wav,./raw_data/positive/4013.wav,positive
1839,1755.wav,./raw_data/positive/1755.wav,positive
9417,3843.wav,./raw_data/negative/3843.wav,negative
8870,3350.wav,./raw_data/negative/3350.wav,negative
7733,2327.wav,./raw_data/negative/2327.wav,negative
10983,217.wav,./raw_data/background/217.wav,background
1694,1624.wav,./raw_data/positive/1624.wav,positive
5568,0311.wav,./raw_data/negative/0311.wav,negative
2105,1995.wav,./raw_data/positive/1995.wav,positive
4901,4510.wav,./raw_data/positive/4510.wav,positive
7577,2187.wav,./raw_data/negative/2187.wav,negative
6668,1369.wav,./raw_data/negative/1369.wav,negative
216,0217.wav,./raw_data/positive/0217.wav,positive
10095,4453.wav,./raw_data/negative/4453.wav,negative
10849,083.wav,./raw_data/background/083.wav,background
4737,4363.wav,./raw_data/positive/4363.wav,positive
5729,0472.wav,./raw_data/negative/0472.wav,negative
5204,50.wav,./raw_data/positive/50.wav,positive
10662,4964.wav,./raw_data/negative/4964.wav,negative
10348,4681.wav,./raw_data/negative/4681.wav,negative
10187,4536.wav,./raw_data/negative/4536.wav,negative
8600,3107.wav,./raw_data/negative/3107.wav,negative
1965,1869.wav,./raw_data/positive/1869.wav,positive
5581,0324.wav,./raw_data/negative/0324.wav,negative
419,0420.wav,./raw_data/positive/0420.wav,positive
1415,1373.wav,./raw_data/positive/1373.wav,positive
6854,1536.wav,./raw_data/negative/1536.wav,negative
10073,4433.wav,./raw_data/negative/4433.wav,negative
969,0970.wav,./raw_data/positive/0970.wav,positive
8991,346.wav,./raw_data/negative/346.wav,negative
7637,2240.wav,./raw_data/negative/2240.wav,negative
10806,040.wav,./raw_data/background/040.wav,background
5564,0307.wav,./raw_data/negative/0307.wav,negative
8979,3449.wav,./raw_data/negative/3449.wav,negative
11051,285.wav,./raw_data/background/285.wav,background
6559,1270.wav,./raw_data/negative/1270.wav,negative
1404,1363.wav,./raw_data/positive/1363.wav,positive
5544,0287.wav,./raw_data/negative/0287.wav,negative
1100,109.wav,./raw_data/positive/109.wav,positive
8918,3394.wav,./raw_data/negative/3394.wav,negative
65,0066.wav,./raw_data/positive/0066.wav,positive
3054,2849.wav,./raw_data/positive/2849.wav,positive
1943,1849.wav,./raw_data/positive/1849.wav,positive
10848,082.wav,./raw_data/background/082.wav,background
5528,0271.wav,./raw_data/negative/0271.wav,negative
771,0772.wav,./raw_data/positive/0772.wav,positive
746,0747.wav,./raw_data/positive/0747.wav,positive
10765,98.wav,./raw_data/negative/98.wav,negative
6622,1327.wav,./raw_data/negative/1327.wav,negative
6344,1077.wav,./raw_data/negative/1077.wav,negative
11064,298.wav,./raw_data/background/298.wav,background
4421,4079.wav,./raw_data/positive/4079.wav,positive
5875,0618.wav,./raw_data/negative/0618.wav,negative
2852,2667.wav,./raw_data/positive/2667.wav,positive
5540,0283.wav,./raw_data/negative/0283.wav,negative
2236,2111.wav,./raw_data/positive/2111.wav,positive
3136,2922.wav,./raw_data/positive/2922.wav,positive
4516,4164.wav,./raw_data/positive/4164.wav,positive
5269,0012.wav,./raw_data/negative/0012.wav,negative
3053,2848.wav,./raw_data/positive/2848.wav,positive
6388,1116.wav,./raw_data/negative/1116.wav,negative
9067,3528.wav,./raw_data/negative/3528.wav,negative
10193,4541.wav,./raw_data/negative/4541.wav,negative
1978,1880.wav,./raw_data/positive/1880.wav,positive
1233,1209.wav,./raw_data/positive/1209.wav,positive
537,0538.wav,./raw_data/positive/0538.wav,positive
10460,4782.wav,./raw_data/negative/4782.wav,negative
3336,3101.wav,./raw_data/positive/3101.wav,positive
6891,157.wav,./raw_data/negative/157.wav,negative
5058,4652.wav,./raw_data/positive/4652.wav,positive
7563,2174.wav,./raw_data/negative/2174.wav,negative
8064,2625.wav,./raw_data/negative/2625.wav,negative
7309,1946.wav,./raw_data/negative/1946.wav,negative
4332,4.wav,./raw_data/positive/4.wav,positive
6036,0779.wav,./raw_data/negative/0779.wav,negative
1330,1297.wav,./raw_data/positive/1297.wav,positive
10328,4663.wav,./raw_data/negative/4663.wav,negative
8734,3228.wav,./raw_data/negative/3228.wav,negative
7799,2387.wav,./raw_data/negative/2387.wav,negative
4483,4134.wav,./raw_data/positive/4134.wav,positive
5319,0062.wav,./raw_data/negative/0062.wav,negative
7704,2300.wav,./raw_data/negative/2300.wav,negative
2528,2375.wav,./raw_data/positive/2375.wav,positive
8252,2795.wav,./raw_data/negative/2795.wav,negative
3299,3069.wav,./raw_data/positive/3069.wav,positive
8662,3163.wav,./raw_data/negative/3163.wav,negative
6270,101.wav,./raw_data/negative/101.wav,negative
850,0851.wav,./raw_data/positive/0851.wav,positive
3255,3029.wav,./raw_data/positive/3029.wav,positive
8191,274.wav,./raw_data/negative/274.wav,negative
4480,4131.wav,./raw_data/positive/4131.wav,positive
128,0129.wav,./raw_data/positive/0129.wav,positive
4621,4259.wav,./raw_data/positive/4259.wav,positive
1123,111.wav,./raw_data/positive/111.wav,positive
5997,0740.wav,./raw_data/negative/0740.wav,negative
3116,2904.wav,./raw_data/positive/2904.wav,positive
7445,2068.wav,./raw_data/negative/2068.wav,negative
2405,2264.wav,./raw_data/positive/2264.wav,positive
8055,2617.wav,./raw_data/negative/2617.wav,negative
201,0202.wav,./raw_data/positive/0202.wav,positive
2363,2226.wav,./raw_data/positive/2226.wav,positive
10277,4617.wav,./raw_data/negative/4617.wav,negative
9225,3670.wav,./raw_data/negative/3670.wav,negative
10282,4621.wav,./raw_data/negative/4621.wav,negative
8113,267.wav,./raw_data/negative/267.wav,negative
2443,2299.wav,./raw_data/positive/2299.wav,positive
3430,3187.wav,./raw_data/positive/3187.wav,positive
445,0446.wav,./raw_data/positive/0446.wav,positive
91,0092.wav,./raw_data/positive/0092.wav,positive
10464,4786.wav,./raw_data/negative/4786.wav,negative
8753,3245.wav,./raw_data/negative/3245.wav,negative
142,0143.wav,./raw_data/positive/0143.wav,positive
4860,4474.wav,./raw_data/positive/4474.wav,positive
9556,3969.wav,./raw_data/negative/3969.wav,negative
3277,3049.wav,./raw_data/positive/3049.wav,positive
2409,2268.wav,./raw_data/positive/2268.wav,positive
3756,3480.wav,./raw_data/positive/3480.wav,positive
9434,3859.wav,./raw_data/negative/3859.wav,negative
11052,286.wav,./raw_data/background/286.wav,background
2410,2269.wav,./raw_data/positive/2269.wav,positive
1702,1631.wav,./raw_data/positive/1631.wav,positive
1968,1871.wav,./raw_data/positive/1871.wav,positive
6365,1096.wav,./raw_data/negative/1096.wav,negative
4958,4562.wav,./raw_data/positive/4562.wav,positive
3403,3162.wav,./raw_data/positive/3162.wav,positive
5441,0184.wav,./raw_data/negative/0184.wav,negative
1061,1054.wav,./raw_data/positive/1054.wav,positive
1913,1821.wav,./raw_data/positive/1821.wav,positive
9253,3696.wav,./raw_data/negative/3696.wav,negative
4922,453.wav,./raw_data/positive/453.wav,positive
9529,3944.wav,./raw_data/negative/3944.wav,negative
305,0306.wav,./raw_data/positive/0306.wav,positive
4498,4148.wav,./raw_data/positive/4148.wav,positive
1445,140.wav,./raw_data/positive/140.wav,positive
2787,2608.wav,./raw_data/positive/2608.wav,positive
2606,2445.wav,./raw_data/positive/2445.wav,positive
11010,244.wav,./raw_data/background/244.wav,background
5617,0360.wav,./raw_data/negative/0360.wav,negative
10189,4538.wav,./raw_data/negative/4538.wav,negative
10899,133.wav,./raw_data/background/133.wav,background
6777,1467.wav,./raw_data/negative/1467.wav,negative
3168,2951.wav,./raw_data/positive/2951.wav,positive
38,0039.wav,./raw_data/positive/0039.wav,positive
4204,3884.wav,./raw_data/positive/3884.wav,positive
9796,4184.wav,./raw_data/negative/4184.wav,negative
8770,3260.wav,./raw_data/negative/3260.wav,negative
2982,2784.wav,./raw_data/positive/2784.wav,positive
2090,1981.wav,./raw_data/positive/1981.wav,positive
983,0984.wav,./raw_data/positive/0984.wav,positive
7303,1940.wav,./raw_data/negative/1940.wav,negative
7480,21.wav,./raw_data/negative/21.wav,negative
10546,486.wav,./raw_data/negative/486.wav,negative
3814,3532.wav,./raw_data/positive/3532.wav,positive
9852,4234.wav,./raw_data/negative/4234.wav,negative
6154,0897.wav,./raw_data/negative/0897.wav,negative
10907,141.wav,./raw_data/background/141.wav,background
8371,2901.wav,./raw_data/negative/2901.wav,negative
9313,375.wav,./raw_data/negative/375.wav,negative
2610,2449.wav,./raw_data/positive/2449.wav,positive
5443,0186.wav,./raw_data/negative/0186.wav,negative
5247,9.wav,./raw_data/positive/9.wav,positive
5526,0269.wav,./raw_data/negative/0269.wav,negative
6198,0941.wav,./raw_data/negative/0941.wav,negative
330,0331.wav,./raw_data/positive/0331.wav,positive
6647,135.wav,./raw_data/negative/135.wav,negative
5576,0319.wav,./raw_data/negative/0319.wav,negative
6080,0823.wav,./raw_data/negative/0823.wav,negative
4755,438.wav,./raw_data/positive/438.wav,positive
8077,2637.wav,./raw_data/negative/2637.wav,negative
2157,2040.wav,./raw_data/positive/2040.wav,positive
1521,1469.wav,./raw_data/positive/1469.wav,positive
2309,2178.wav,./raw_data/positive/2178.wav,positive
10633,4938.wav,./raw_data/negative/4938.wav,negative
122,0123.wav,./raw_data/positive/0123.wav,positive
659,0660.wav,./raw_data/positive/0660.wav,positive
8504,3020.wav,./raw_data/negative/3020.wav,negative
10305,4642.wav,./raw_data/negative/4642.wav,negative
10917,151.wav,./raw_data/background/151.wav,background
9440,3864.wav,./raw_data/negative/3864.wav,negative
745,0746.wav,./raw_data/positive/0746.wav,positive
6621,1326.wav,./raw_data/negative/1326.wav,negative
3076,2869.wav,./raw_data/positive/2869.wav,positive
6062,0805.wav,./raw_data/negative/0805.wav,negative
2085,1977.wav,./raw_data/positive/1977.wav,positive
3138,2924.wav,./raw_data/positive/2924.wav,positive
9820,4205.wav,./raw_data/negative/4205.wav,negative
1382,1343.wav,./raw_data/positive/1343.wav,positive
3456,321.wav,./raw_data/positive/321.wav,positive
10756,9.wav,./raw_data/negative/9.wav,negative
